Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Cabin_Missing,Sex_male,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
3,25.0,1,0,7.775,2,0,3.8875,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,58.0,0,1,153.4625,2,0,76.73125,0,False,False,False,True,False,False,True,False,False,False,False,False,False
1,35.0,0,0,135.6333,1,1,135.6333,0,False,True,False,False,False,False,True,False,False,False,False,False,False
1,28.0,0,0,31.0,1,1,31.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,41.0,0,1,19.5,2,0,9.75,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,37.0,0,1,29.7,2,0,14.85,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,28.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,63.0,1,0,77.9583,2,0,38.97915,0,False,True,False,False,False,False,False,True,False,False,False,False,False
3,45.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,7.0,4,1,29.125,6,0,4.854166666666667,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,35.0,1,1,20.25,3,0,6.75,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,65.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8542,1,1,7.8542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,16.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,26.0,1,1,26.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False
3,33.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,30.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,22.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,42.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,22.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,26.0,0,0,78.85,1,1,78.85,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,19.0,1,0,91.0792,2,0,45.5396,0,False,False,False,True,False,True,False,False,False,False,False,False,False
2,36.0,0,0,12.875,1,1,12.875,0,True,False,True,False,False,False,False,True,False,False,False,False,False
3,24.0,0,0,8.85,1,1,8.85,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,24.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,27.7208,1,1,27.7208,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,23.5,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2.0,1,2,151.55,4,0,37.8875,0,False,True,False,False,False,False,True,False,False,False,False,False,False
1,28.0,0,0,30.5,1,1,30.5,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,50.0,0,1,247.5208,2,0,123.7604,0,False,False,False,True,False,True,False,False,False,False,False,False,False
3,28.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,2,0,23.25,3,0,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,12.35,1,1,12.35,0,False,True,False,False,False,False,False,False,True,False,False,False,False
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,0.92,1,2,151.55,4,0,37.8875,0,True,False,False,False,False,False,True,False,False,False,False,False,False
1,28.0,0,0,110.8833,1,1,110.8833,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,17.0,1,0,108.9,2,0,54.45,0,False,False,False,True,False,False,True,False,False,False,False,False,False
2,30.0,1,0,24.0,2,0,12.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,30.0,0,0,56.9292,1,1,56.9292,0,False,True,False,False,False,False,False,False,True,False,False,False,False
1,24.0,0,0,83.1583,1,1,83.1583,0,False,True,False,False,False,False,True,False,False,False,False,False,False
1,18.0,2,2,262.375,5,0,52.475,0,False,True,False,False,False,True,False,False,False,False,False,False,False
2,26.0,1,1,26.0,3,0,8.666666666666666,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,43.0,1,1,26.25,3,0,8.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,26.0,0,0,7.8542,1,1,7.8542,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,24.0,1,0,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,54.0,0,0,14.0,1,1,14.0,1,True,False,False,False,True,False,False,False,False,False,False,False,True
1,31.0,0,2,164.8667,3,0,54.95556666666667,0,False,True,False,False,False,False,True,False,False,False,False,False,False
1,40.0,1,1,134.5,3,0,44.833333333333336,0,False,False,False,True,False,False,False,False,True,False,False,False,False
3,22.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,27.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,30.0,0,0,12.35,1,1,12.35,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,22.0,1,1,29.0,3,0,9.666666666666666,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,8,2,69.55,11,0,6.322727272727272,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,36.0,0,0,135.6333,1,1,135.6333,0,False,True,False,False,False,False,True,False,False,False,False,False,False
3,61.0,0,0,6.2375,1,1,6.2375,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,36.0,0,0,13.0,1,1,13.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False
3,31.0,1,1,20.525,3,0,6.841666666666666,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,16.0,0,1,57.9792,2,0,28.9896,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,28.0,2,0,23.25,3,0,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,45.5,0,0,28.5,1,1,28.5,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,38.0,0,1,153.4625,2,0,76.73125,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,16.0,2,0,18.0,3,0,6.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,1,0,133.65,2,0,66.825,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,29.0,1,0,66.6,2,0,33.3,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,41.0,0,0,134.5,1,1,134.5,0,False,True,False,False,False,False,False,False,True,False,False,False,False
3,45.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,45.0,0,0,35.5,1,1,35.5,0,True,False,True,False,False,False,False,False,False,False,False,True,False
2,2.0,1,1,26.0,3,0,8.666666666666666,0,True,False,False,False,False,False,False,False,False,True,False,False,False
1,24.0,3,2,263.0,6,0,43.833333333333336,0,False,True,False,False,False,False,True,False,False,False,False,False,False
2,28.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,25.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,36.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,24.0,0,0,13.0,1,1,13.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False
2,40.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,16.1,2,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,3.0,1,1,15.9,3,0,5.3,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,42.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,23.0,0,0,9.225,1,1,9.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,35.0,1,1,35.0,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,15.0,1,1,7.2292,3,0,2.409733333333333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,1,0,17.8,2,0,8.9,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,22.0,0,1,55.0,2,0,27.5,0,False,True,False,False,False,False,False,False,True,False,False,False,False
2,38.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8792,1,1,7.8792,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8792,1,1,7.8792,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,40.0,1,4,27.9,6,0,4.6499999999999995,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,29.0,1,0,27.7208,2,0,13.8604,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,45.0,0,1,14.4542,2,0,7.2271,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,35.0,0,0,7.05,1,1,7.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,15.5,2,0,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,30.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,60.0,1,0,75.25,2,0,37.625,0,False,False,False,True,False,False,False,True,False,False,False,False,False
3,28.0,0,0,7.2292,1,1,7.2292,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,24.0,0,0,69.3,1,1,69.3,0,False,False,False,True,False,True,False,False,False,False,False,False,False
1,25.0,1,0,55.4417,2,0,27.72085,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,18.0,1,0,6.4958,2,0,3.2479,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,22.0,0,0,135.6333,1,1,135.6333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,3.0,3,1,21.075,5,0,4.215,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,28.0,1,0,82.1708,2,0,41.0854,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,22.0,0,0,7.25,1,1,7.25,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,27.0,0,2,211.5,3,0,70.5,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,20.0,0,0,4.0125,1,1,4.0125,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,42.0,0,0,227.525,1,1,227.525,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,1.0,0,2,15.7417,3,0,5.247233333333333,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,32.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,35.0,1,0,52.0,2,0,26.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,18.0,0,0,73.5,1,1,73.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,1.0,5,2,46.9,8,0,5.8625,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,36.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.7292,1,1,7.7292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,17.0,0,0,12.0,1,1,12.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,36.0,1,2,120.0,4,0,30.0,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,21.0,0,0,7.7958,1,1,7.7958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,2,0,7.925,3,0,2.6416666666666666,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,23.0,1,0,113.275,2,0,56.6375,0,False,True,False,False,False,False,False,True,False,False,False,False,False
3,24.0,0,2,16.7,3,0,5.566666666666666,0,False,False,False,True,False,False,False,False,False,False,True,False,False
3,22.0,0,0,7.7958,1,1,7.7958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,31.0,0,0,7.8542,1,1,7.8542,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,46.0,0,0,26.0,1,1,26.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,23.0,0,0,10.5,1,1,10.5,1,True,False,False,False,True,False,False,False,False,False,False,False,True
2,28.0,0,0,12.65,1,1,12.65,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,39.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,26.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,1,0,9.825,2,0,4.9125,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,15.85,2,0,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,20.0,0,0,8.6625,1,1,8.6625,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,34.0,1,0,21.0,2,0,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,51.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,3.0,1,1,18.75,3,0,6.25,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,3,1,25.4667,5,0,5.0933399999999995,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,6.8583,1,1,6.8583,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,33.0,1,0,90.0,2,0,45.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False
2,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,44.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,34.0,1,1,32.5,3,0,10.833333333333334,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,18.0,0,2,13.0,3,0,4.333333333333333,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,30.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,10.0,0,2,24.15,3,0,8.049999999999999,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,7.7333,1,1,7.7333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,29.0,0,0,7.875,1,1,7.875,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,1,1,14.4,3,0,4.8,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,18.0,1,1,20.2125,3,0,6.7375,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,1,0,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,19.0,0,0,26.0,1,1,26.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,32.0,0,0,8.05,1,1,8.05,0,True,False,True,False,False,False,False,False,True,False,False,False,False
1,28.0,0,0,26.55,1,1,26.55,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,28.0,1,0,16.1,2,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,42.0,1,0,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,17.0,0,0,7.125,1,1,7.125,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,50.0,1,0,55.9,2,0,27.95,0,True,False,True,False,False,False,False,False,True,False,False,False,False
1,14.0,1,2,120.0,4,0,30.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,21.0,2,2,34.375,5,0,6.875,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,24.0,2,3,18.75,6,0,3.125,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,64.0,1,4,263.0,6,0,43.833333333333336,0,True,False,True,False,False,False,True,False,False,False,False,False,False
2,31.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,45.0,1,1,26.25,3,0,8.75,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,20.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,1,0,7.775,2,0,3.8875,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.1125,1,1,8.1125,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,4.0,0,2,81.8583,3,0,27.2861,0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,13.0,0,1,19.5,2,0,9.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,34.0,0,0,26.55,1,1,26.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,5.0,2,1,19.2583,4,0,4.814575,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,52.0,0,0,30.5,1,1,30.5,0,True,False,False,False,True,False,True,False,False,False,False,False,False
2,36.0,1,2,27.75,4,0,6.9375,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,19.9667,2,0,9.98335,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,30.0,0,0,27.75,1,1,27.75,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,49.0,1,0,89.1042,2,0,44.5521,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,29.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,65.0,0,0,26.55,1,1,26.55,0,True,False,True,False,False,False,False,False,True,False,False,False,False
1,28.0,1,0,51.8625,2,0,25.93125,0,False,False,False,True,False,False,False,True,False,False,False,False,False
2,50.0,0,0,10.5,1,1,10.5,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,48.0,0,0,26.55,1,1,26.55,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,34.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,47.0,0,0,38.5,1,1,38.5,0,True,False,True,False,False,False,False,False,True,False,False,False,False
2,48.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,38.0,0,0,7.05,1,1,7.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,56.0,0,0,26.55,1,1,26.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.725,1,1,7.725,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,0.75,2,1,19.2583,4,0,4.814575,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,38.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,33.0,1,2,27.75,4,0,6.9375,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,23.0,0,0,13.7917,1,1,13.7917,0,False,False,False,True,False,False,False,True,False,False,False,False,False
3,22.0,0,0,9.8375,1,1,9.8375,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,52.0,1,1,52.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False
2,34.0,1,0,21.0,2,0,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,29.0,1,0,7.0458,2,0,3.5229,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,22.0,0,0,7.5208,1,1,7.5208,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,2.0,0,1,12.2875,2,0,6.14375,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,9.0,5,2,46.9,8,0,5.8625,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,50.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,63.0,0,0,9.5875,1,1,9.5875,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,25.0,1,0,91.0792,2,0,45.5396,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,28.0,3,1,25.4667,5,0,5.0933399999999995,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,35.0,1,0,90.0,2,0,45.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
1,58.0,0,0,29.7,1,1,29.7,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,30.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,9.0,1,1,15.9,3,0,5.3,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,19.9667,2,0,9.98335,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,55.0,0,0,30.5,1,1,30.5,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,71.0,0,0,49.5042,1,1,49.5042,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,14.4583,1,1,14.4583,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,54.0,1,0,78.2667,2,0,39.13335,0,False,True,False,False,False,False,False,True,False,False,False,False,False
3,28.0,0,0,15.1,1,1,15.1,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,25.0,1,2,151.55,4,0,37.8875,0,False,False,False,True,False,False,True,False,False,False,False,False,False
3,24.0,0,0,7.7958,1,1,7.7958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,17.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.6292,1,1,7.6292,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,37.0,0,0,9.5875,1,1,9.5875,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,16.0,0,0,86.5,1,1,86.5,0,False,True,False,False,False,True,False,False,False,False,False,False,False
1,18.0,1,0,108.9,2,0,54.45,0,True,False,True,False,False,False,True,False,False,False,False,False,False
2,33.0,0,2,26.0,3,0,8.666666666666666,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,28.0,0,0,26.55,1,1,26.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,22.525,1,1,22.525,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,26.0,0,0,56.4958,1,1,56.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,29.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,36.0,0,0,26.2875,1,1,26.2875,0,True,False,True,False,False,False,False,False,True,False,False,False,False
1,54.0,1,0,59.4,2,0,29.7,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,24.0,0,0,7.4958,1,1,7.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,47.0,0,0,34.0208,1,1,34.0208,0,True,False,True,False,False,False,False,True,False,False,False,False,False
2,34.0,0,0,10.5,1,1,10.5,0,False,False,False,True,False,False,False,False,False,True,False,False,False
3,28.0,0,0,24.15,1,1,24.15,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,36.0,1,0,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,32.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,30.0,0,0,93.5,1,1,93.5,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,22.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,44.0,0,1,57.9792,2,0,28.9896,0,False,False,False,True,False,True,False,False,False,False,False,False,False
3,28.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,40.5,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,50.0,0,0,10.5,1,1,10.5,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,221.7792,1,1,221.7792,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,39.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,23.0,2,1,11.5,4,0,2.875,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,2.0,1,1,26.0,3,0,8.666666666666666,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,17.0,1,1,7.2292,3,0,2.409733333333333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,2,22.3583,3,0,7.452766666666666,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,30.0,0,0,8.6625,1,1,8.6625,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,7.0,0,2,26.25,3,0,8.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,45.0,0,0,26.55,1,1,26.55,0,True,False,False,False,True,True,False,False,False,False,False,False,False
1,30.0,0,0,106.425,1,1,106.425,1,False,True,False,False,False,False,False,False,False,False,False,False,True
